subject,group,congruency,result,rt,trial
11,test,congruent,correct,0.562,93
11,test,incongruent,correct,0.619,93
11,test,congruent,correct,0.607,94
11,test,incongruent,correct,0.591,94
11,test,congruent,correct,0.566,95
11,test,congruent,correct,0.707,96
11,test,incongruent,incorrect,0.613,95
11,test,incongruent,correct,0.659,96
19,test,incongruent,correct,0.846,1
19,test,congruent,correct,0.391,1
19,test,incongruent,correct,0.819,2
19,test,congruent,correct,0.581,2
19,test,congruent,correct,0.578,3
19,test,incongruent,incorrect,0.305,3
19,test,congruent,correct,0.645,4
19,test,incongruent,correct,0.935,4
19,test,congruent,correct,0.662,5
19,test,incongruent,correct,0.947,5
19,test,incongruent,correct,1.009,6
19,test,congruent,correct,0.663,6
19,test,congruent,correct,0.57,7
19,test,incongruent,correct,0.758,7
19,test,congruent,correct,0.574,8
19,test,incongruent,correct,0.947,8
19,test,congruent,correct,0.682,9
19,test,incongruent,correct,0.542,9
19,test,congruent,correct,0.512,10
19,test,incongruent,correct,0.57,10
19,test,congruent,correct,0.449,11
19,test,incongruent,correct,0.558,11
19,test,congruent,correct,0.456,12
19,test,incongruent,correct,0.575,12
19,test,incongruent,correct,0.688,13
19,test,congruent,correct,0.483,13
19,test,incongruent,correct,0.598,14
19,test,congruent,correct,0.474,14
19,test,incongruent,correct,0.654,15
19,test,congruent,correct,0.529,15
19,test,incongruent,correct,0.558,16
19,test,congruent,correct,0.534,16
19,test,incongruent,correct,0.647,17
19,test,congruent,correct,0.507,17
19,test,congruent,correct,0.492,18
19,test,incongruent,correct,0.583,18
19,test,incongruent,correct,0.594,19
19,test,incongruent,correct,0.572,20
19,test,congruent,correct,0.572,19
19,test,congruent,correct,0.591,20
19,test,incongruent,correct,0.637,21
19,test,congruent,correct,0.552,21
19,test,congruent,correct,0.489,22
19,test,incongruent,correct,0.61,22
19,test,congruent,correct,0.484,23
19,test,congruent,correct,0.496,24
19,test,incongruent,correct,0.665,23
19,test,incongruent,correct,0.707,24
19,test,incongruent,correct,0.713,25
19,test,congruent,correct,0.517,25
19,test,incongruent,correct,0.51,26
19,test,congruent,correct,0.463,26
19,test,incongruent,correct,0.591,27
19,test,congruent,correct,0.417,27
19,test,incongruent,correct,0.553,28
19,test,congruent,correct,0.514,28
19,test,incongruent,correct,0.686,29
19,test,congruent,correct,0.549,29
19,test,congruent,correct,0.487,30
19,test,incongruent,correct,0.646,30
19,test,incongruent,correct,0.579,31
19,test,congruent,correct,0.518,31
19,test,congruent,correct,0.526,32
19,test,incongruent,correct,0.676,32
19,test,incongruent,correct,0.586,33
19,test,congruent,correct,0.544,33
19,test,incongruent,correct,0.829,34
19,test,congruent,correct,0.496,34
19,test,congruent,correct,0.527,35
19,test,incongruent,correct,0.584,35
19,test,incongruent,correct,0.579,36
19,test,congruent,correct,0.621,36
19,test,congruent,correct,0.52,37
19,test,congruent,correct,0.403,38
19,test,incongruent,correct,0.546,37
19,test,incongruent,correct,0.551,38
19,test,incongruent,correct,0.645,39
19,test,incongruent,correct,0.732,40
19,test,congruent,correct,0.52,39
19,test,congruent,correct,0.48,40
19,test,incongruent,correct,0.715,41
19,test,congruent,correct,0.481,41
19,test,congruent,correct,0.497,42
19,test,incongruent,correct,0.556,42
19,test,congruent,correct,0.529,43
19,test,incongruent,correct,0.555,43
19,test,congruent,correct,0.526,44
19,test,incongruent,correct,0.497,44
19,test,congruent,correct,0.443,45
19,test,congruent,correct,0.452,46
19,test,incongruent,correct,0.677,45
19,test,incongruent,correct,0.563,46
19,test,incongruent,correct,0.557,47
19,test,congruent,correct,0.531,47
19,test,congruent,correct,0.515,48
19,test,incongruent,correct,0.677,48
41,control,congruent,correct,0.771,1
41,control,congruent,correct,0.637,2
41,control,incongruent,correct,0.72,1
41,control,incongruent,correct,1.045,2
41,control,congruent,correct,0.537,3
41,control,congruent,correct,0.526,4
41,control,incongruent,correct,0.703,3
41,control,incongruent,correct,0.552,4
41,control,congruent,correct,0.435,5
41,control,incongruent,correct,0.637,5
41,control,incongruent,correct,0.618,6
41,control,congruent,correct,0.472,6
41,control,incongruent,correct,0.765,7
41,control,congruent,correct,0.476,7
41,control,congruent,correct,0.518,8
41,control,incongruent,correct,0.563,8
41,control,congruent,correct,0.424,9
41,control,incongruent,correct,0.625,9
41,control,incongruent,correct,0.6,10
41,control,congruent,correct,0.428,10
41,control,incongruent,correct,0.704,11
41,control,congruent,correct,0.424,11
41,control,congruent,correct,0.368,12
41,control,incongruent,correct,0.721,12
41,control,incongruent,correct,0.771,13
41,control,congruent,correct,0.641,13
41,control,congruent,correct,0.537,14
41,control,incongruent,correct,0.64,14
41,control,incongruent,correct,0.628,15
41,control,incongruent,correct,0.824,16
41,control,congruent,correct,0.5,15
41,control,congruent,correct,0.478,16
41,control,incongruent,correct,0.512,17
41,control,congruent,correct,0.43,17
41,control,congruent,correct,0.46,18
41,control,incongruent,correct,0.657,18
41,control,incongruent,correct,0.696,19
41,control,incongruent,correct,0.646,20
41,control,congruent,correct,0.453,19
41,control,congruent,correct,0.526,20
41,control,congruent,correct,0.463,21
41,control,incongruent,correct,0.6,21
41,control,incongruent,correct,0.811,22
41,control,congruent,correct,0.419,22
41,control,congruent,correct,0.442,23
41,control,incongruent,correct,0.575,23
41,control,incongruent,correct,0.653,24
41,control,congruent,correct,0.419,24
41,control,incongruent,correct,0.714,25
41,control,congruent,correct,0.431,25
41,control,congruent,correct,0.386,26
41,control,incongruent,correct,0.564,26
41,control,congruent,correct,0.452,27
41,control,incongruent,correct,0.607,27
41,control,incongruent,correct,0.528,28
41,control,congruent,correct,0.41,28
41,control,incongruent,correct,0.541,29
41,control,congruent,correct,0.462,29
41,control,incongruent,incorrect,0.4,30
41,control,congruent,correct,0.525,30
41,control,incongruent,correct,0.8,31
41,control,congruent,correct,0.567,31
41,control,congruent,correct,0.518,32
41,control,incongruent,correct,0.792,32
41,control,incongruent,correct,0.645,33
41,control,incongruent,correct,0.6,34
41,control,congruent,correct,0.507,33
41,control,congruent,correct,0.462,34
41,control,congruent,correct,0.446,35
41,control,incongruent,correct,0.591,35
41,control,congruent,correct,0.445,36
41,control,incongruent,correct,0.688,36
41,control,incongruent,correct,0.724,37
41,control,congruent,correct,0.502,37
41,control,congruent,correct,0.504,38
41,control,incongruent,correct,0.617,38
41,control,congruent,correct,0.474,39
41,control,incongruent,correct,0.696,39
41,control,congruent,correct,0.506,40
41,control,incongruent,correct,0.728,40
41,control,congruent,correct,0.588,41
41,control,congruent,correct,0.491,42
41,control,incongruent,correct,0.67,41
41,control,incongruent,correct,0.579,42
41,control,congruent,correct,0.46,43
41,control,incongruent,correct,0.513,43
41,control,incongruent,correct,0.59,44
41,control,congruent,correct,0.472,44
41,control,congruent,correct,0.478,45
41,control,incongruent,correct,0.758,45
41,control,congruent,correct,0.577,46
41,control,incongruent,correct,0.671,46
41,control,congruent,correct,0.479,47
41,control,incongruent,correct,0.529,47
41,control,congruent,correct,0.581,48
41,control,incongruent,correct,0.584,48
12,test,incongruent,correct,1.023,1
12,test,congruent,correct,0.819,1
12,test,congruent,correct,0.524,2
12,test,incongruent,correct,0.71,2
12,test,incongruent,correct,0.941,3
12,test,congruent,correct,0.573,3
12,test,congruent,correct,0.638,4
12,test,incongruent,correct,0.818,4
12,test,incongruent,correct,0.993,5
12,test,congruent,correct,0.694,5
12,test,incongruent,correct,0.684,6
12,test,congruent,correct,0.549,6
12,test,incongruent,correct,0.574,7
12,test,incongruent,correct,0.671,8
12,test,congruent,correct,0.769,7
12,test,congruent,correct,0.627,8
12,test,congruent,correct,0.598,9
12,test,incongruent,correct,0.716,9
12,test,incongruent,correct,0.823,10
12,test,congruent,correct,0.616,10
12,test,incongruent,correct,0.824,11
12,test,congruent,correct,0.674,11
12,test,incongruent,correct,0.694,12
12,test,congruent,correct,0.56,12
12,test,congruent,correct,0.659,13
12,test,incongruent,correct,1.372,13
12,test,incongruent,correct,0.849,14
12,test,congruent,correct,0.768,14
12,test,incongruent,correct,0.619,15
12,test,congruent,correct,0.833,15
12,test,congruent,correct,0.609,16
12,test,incongruent,correct,0.771,16
12,test,congruent,correct,0.653,17
12,test,congruent,correct,0.605,18
12,test,incongruent,correct,1.043,17
12,test,incongruent,correct,0.765,18
12,test,congruent,correct,0.528,19
12,test,incongruent,correct,0.74,19
12,test,incongruent,correct,0.801,20
12,test,congruent,correct,0.654,20
12,test,incongruent,correct,0.777,21
12,test,congruent,correct,0.588,21
12,test,congruent,correct,0.586,22
12,test,incongruent,correct,0.61,22
12,test,incongruent,correct,0.746,23
12,test,congruent,correct,0.592,23
12,test,incongruent,correct,0.739,24
12,test,congruent,correct,0.838,24
12,test,incongruent,correct,0.93,25
12,test,congruent,correct,0.626,25
12,test,congruent,correct,0.547,26
12,test,incongruent,correct,0.752,26
12,test,congruent,correct,0.625,27
12,test,incongruent,correct,0.894,27
12,test,incongruent,incorrect,0.822,28
12,test,congruent,correct,0.7,28
12,test,incongruent,correct,1.212,29
12,test,congruent,correct,0.623,29
12,test,incongruent,correct,0.912,30
12,test,congruent,correct,0.748,30
12,test,congruent,correct,0.839,31
12,test,incongruent,correct,0.929,31
12,test,congruent,correct,0.816,32
12,test,incongruent,correct,1.277,32
12,test,congruent,correct,0.724,33
12,test,incongruent,correct,1.375,33
12,test,congruent,correct,0.941,34
12,test,incongruent,correct,1.149,34
12,test,incongruent,correct,0.855,35
12,test,incongruent,correct,0.868,36
12,test,congruent,correct,0.706,35
12,test,congruent,correct,0.851,36
12,test,incongruent,correct,0.958,37
12,test,congruent,correct,0.731,37
12,test,congruent,correct,0.503,38
12,test,incongruent,correct,0.989,38
12,test,congruent,correct,0.852,39
12,test,incongruent,correct,1.187,39
12,test,incongruent,correct,0.967,40
12,test,congruent,correct,0.942,40
12,test,incongruent,correct,0.956,41
12,test,congruent,correct,0.889,41
12,test,incongruent,correct,0.643,42
12,test,congruent,correct,0.654,42
12,test,incongruent,correct,0.762,43
12,test,congruent,correct,0.537,43
12,test,incongruent,correct,0.9,44
12,test,congruent,correct,0.54,44
12,test,congruent,correct,0.689,45
12,test,incongruent,correct,0.929,45
12,test,incongruent,correct,0.713,46
12,test,congruent,correct,0.605,46
12,test,incongruent,correct,0.573,47
12,test,incongruent,correct,0.828,48
12,test,congruent,correct,0.665,47
12,test,congruent,correct,0.61,48
22,control,incongruent,correct,0.843,1
22,control,congruent,correct,0.522,1
22,control,incongruent,correct,0.708,2
22,control,congruent,correct,0.451,2
22,control,congruent,correct,0.528,3
22,control,incongruent,correct,0.531,3
22,control,incongruent,correct,0.512,4
22,control,congruent,correct,0.436,4
22,control,congruent,correct,0.476,5
22,control,congruent,correct,0.379,6
22,control,incongruent,correct,0.619,5
22,control,incongruent,correct,0.427,6
22,control,congruent,correct,0.432,7
22,control,incongruent,correct,0.602,7
22,control,incongruent,correct,0.589,8
22,control,congruent,correct,0.459,8
22,control,incongruent,correct,0.501,9
22,control,incongruent,correct,0.617,10
22,control,congruent,correct,0.426,9
22,control,congruent,correct,0.378,10
22,control,congruent,correct,0.419,11
22,control,incongruent,incorrect,0.368,11
22,control,incongruent,correct,0.73,12
22,control,congruent,correct,0.515,12
22,control,congruent,correct,0.579,13
22,control,incongruent,correct,0.632,13
22,control,congruent,correct,0.477,14
22,control,incongruent,correct,0.552,14
22,control,incongruent,correct,0.535,15
22,control,incongruent,correct,0.556,16
22,control,congruent,correct,0.49,15
22,control,congruent,correct,0.463,16
22,control,incongruent,correct,0.593,17
22,control,congruent,correct,0.403,17
22,control,incongruent,correct,0.572,18
22,control,congruent,correct,0.462,18
22,control,incongruent,correct,0.579,19
22,control,congruent,correct,0.539,19
22,control,congruent,correct,0.421,20
22,control,incongruent,correct,0.534,20
22,control,congruent,correct,0.457,21
22,control,incongruent,correct,0.536,21
22,control,congruent,correct,0.652,22
22,control,incongruent,correct,0.505,22
22,control,congruent,correct,0.575,23
22,control,incongruent,correct,0.552,23
22,control,incongruent,correct,0.575,24
22,control,congruent,correct,0.455,24
22,control,incongruent,correct,0.567,25
22,control,incongruent,correct,0.522,26
22,control,congruent,correct,0.48,25
22,control,congruent,correct,0.502,26
22,control,incongruent,correct,0.495,27
22,control,congruent,correct,0.458,27
22,control,incongruent,correct,0.612,28
22,control,congruent,correct,0.522,28
22,control,incongruent,correct,0.513,29
22,control,congruent,correct,0.484,29
22,control,incongruent,correct,0.462,30
22,control,congruent,correct,0.5,30
22,control,congruent,correct,0.496,31
22,control,congruent,correct,0.422,32
22,control,incongruent,correct,0.521,31
22,control,incongruent,correct,0.482,32
22,control,incongruent,correct,0.55,33
22,control,incongruent,correct,0.515,34
22,control,congruent,correct,0.46,33
22,control,congruent,correct,0.485,34
22,control,congruent,correct,0.452,35
22,control,congruent,correct,0.471,36
22,control,incongruent,correct,0.465,35
22,control,incongruent,correct,0.531,36
22,control,incongruent,correct,0.668,37
22,control,congruent,correct,0.447,37
22,control,congruent,correct,0.483,38
22,control,incongruent,correct,0.539,38
22,control,congruent,correct,0.449,39
22,control,congruent,correct,0.439,40
22,control,incongruent,correct,0.481,39
22,control,incongruent,correct,0.64,40
22,control,incongruent,correct,0.636,41
22,control,congruent,correct,0.474,41
22,control,incongruent,correct,0.532,42
22,control,congruent,correct,0.48,42
22,control,incongruent,correct,0.511,43
22,control,congruent,correct,0.422,43
22,control,incongruent,correct,0.602,44
22,control,congruent,correct,0.47,44
22,control,incongruent,correct,0.609,45
22,control,incongruent,correct,0.793,46
22,control,congruent,correct,0.548,45
22,control,congruent,correct,0.585,46
22,control,incongruent,correct,0.796,47
22,control,incongruent,correct,0.565,48
22,control,congruent,correct,0.498,47
22,control,congruent,correct,0.416,48
42,control,congruent,correct,0.532,1
42,control,congruent,correct,0.296,2
42,control,incongruent,correct,0.473,1
42,control,incongruent,incorrect,0.36,2
42,control,incongruent,incorrect,0.283,3
42,control,congruent,correct,0.538,3
42,control,incongruent,correct,0.563,4
42,control,congruent,correct,0.299,4
42,control,incongruent,correct,0.554,5
42,control,incongruent,incorrect,0.385,6
42,control,congruent,incorrect,0.31,5
42,control,congruent,correct,0.331,6
42,control,congruent,correct,0.357,7
42,control,congruent,correct,0.467,8
42,control,incongruent,correct,0.395,7
42,control,incongruent,correct,0.364,8
42,control,congruent,correct,0.415,9
42,control,incongruent,incorrect,0.623,9
42,control,congruent,correct,0.291,10
42,control,incongruent,correct,0.373,10
42,control,congruent,correct,0.418,11
42,control,incongruent,correct,0.244,11
42,control,congruent,correct,0.527,12
42,control,incongruent,correct,0.498,12
42,control,congruent,correct,0.443,13
42,control,congruent,correct,0.346,14
42,control,incongruent,incorrect,0.409,13
42,control,incongruent,correct,0.537,14
42,control,incongruent,correct,0.433,15
42,control,congruent,correct,0.389,15
42,control,congruent,correct,0.438,16
42,control,incongruent,correct,0.796,16
42,control,congruent,correct,0.353,17
42,control,congruent,correct,0.386,18
42,control,incongruent,incorrect,0.386,17
42,control,incongruent,correct,0.452,18
42,control,incongruent,correct,0.648,19
42,control,incongruent,correct,0.549,20
42,control,congruent,correct,0.376,19
42,control,congruent,correct,0.382,20
42,control,congruent,correct,0.526,21
42,control,incongruent,correct,0.515,21
42,control,incongruent,correct,0.582,22
42,control,congruent,correct,0.594,22
42,control,congruent,correct,0.497,23
42,control,incongruent,correct,0.425,23
42,control,incongruent,correct,0.762,24
42,control,congruent,correct,0.498,24
42,control,incongruent,correct,0.576,25
42,control,incongruent,correct,0.588,26
42,control,congruent,correct,0.468,25
42,control,congruent,correct,0.329,26
42,control,incongruent,incorrect,0.415,27
42,control,congruent,correct,0.622,27
42,control,incongruent,correct,0.615,28
42,control,congruent,correct,0.452,28
42,control,congruent,correct,0.447,29
42,control,incongruent,incorrect,0.361,29
42,control,congruent,correct,0.667,30
42,control,incongruent,correct,0.521,30
42,control,incongruent,correct,0.419,31
42,control,congruent,correct,0.435,31
42,control,incongruent,incorrect,0.439,32
42,control,congruent,correct,0.718,32
42,control,congruent,correct,0.79,33
42,control,incongruent,correct,0.679,33
42,control,incongruent,correct,0.795,34
42,control,congruent,correct,0.502,34
42,control,congruent,correct,0.378,35
42,control,incongruent,correct,0.521,35
42,control,incongruent,correct,0.559,36
42,control,congruent,correct,0.338,36
42,control,incongruent,correct,0.728,37
42,control,congruent,incorrect,0.282,37
42,control,incongruent,correct,0.559,38
42,control,congruent,correct,0.572,38
42,control,incongruent,correct,0.658,39
42,control,congruent,correct,0.438,39
42,control,congruent,correct,0.435,40
42,control,incongruent,correct,0.79,40
42,control,incongruent,incorrect,0.484,41
42,control,incongruent,correct,0.582,42
42,control,congruent,correct,0.544,41
42,control,congruent,correct,0.715,42
42,control,incongruent,correct,0.874,43
42,control,congruent,correct,0.587,43
42,control,congruent,correct,0.492,44
42,control,incongruent,correct,0.572,44
42,control,incongruent,correct,0.596,45
42,control,incongruent,correct,0.561,46
42,control,congruent,correct,0.47,45
42,control,congruent,correct,0.458,46
42,control,incongruent,correct,0.631,47
42,control,incongruent,correct,0.649,48
42,control,congruent,correct,0.481,47
42,control,congruent,correct,0.492,48
7,test,congruent,correct,0.678,49
7,test,incongruent,incorrect,0.434,49
7,test,incongruent,correct,0.797,50
7,test,congruent,correct,1.035,50
7,test,incongruent,correct,0.669,51
7,test,congruent,correct,0.623,51
7,test,congruent,correct,0.562,52
7,test,incongruent,correct,1.091,52
7,test,incongruent,correct,0.694,53
7,test,incongruent,correct,0.96,54
7,test,congruent,correct,1.046,53
7,test,congruent,correct,1.042,54
7,test,congruent,correct,0.478,55
7,test,congruent,correct,0.407,56
7,test,incongruent,correct,0.803,55
7,test,incongruent,correct,0.662,56
7,test,congruent,correct,0.727,57
7,test,congruent,correct,0.514,58
7,test,incongruent,incorrect,0.751,57
7,test,incongruent,correct,0.669,58
7,test,congruent,correct,0.664,59
7,test,incongruent,correct,0.773,59
7,test,congruent,correct,0.558,60
7,test,incongruent,correct,0.735,60
7,test,congruent,correct,0.704,61
7,test,congruent,correct,0.609,62
7,test,incongruent,correct,0.628,61
7,test,incongruent,correct,0.753,62
7,test,incongruent,correct,0.595,63
7,test,congruent,correct,0.809,63
7,test,congruent,correct,0.805,64
7,test,incongruent,correct,0.604,64
7,test,congruent,correct,0.518,65
7,test,incongruent,correct,0.971,65
7,test,incongruent,correct,0.754,66
7,test,congruent,correct,0.681,66
7,test,congruent,correct,0.66,67
7,test,incongruent,correct,0.652,67
7,test,congruent,correct,0.624,68
7,test,incongruent,correct,0.706,68
7,test,congruent,correct,0.654,69
7,test,congruent,correct,0.632,70
7,test,incongruent,correct,1.031,69
7,test,incongruent,correct,0.906,70
7,test,congruent,correct,0.634,71
7,test,congruent,correct,0.722,72
7,test,incongruent,correct,0.854,71
7,test,incongruent,correct,1.13,72
7,test,incongruent,correct,0.946,73
7,test,congruent,correct,0.424,73
7,test,congruent,correct,0.487,74
7,test,incongruent,correct,0.612,74
7,test,congruent,correct,0.579,75
7,test,incongruent,correct,0.724,75
7,test,congruent,correct,0.457,76
7,test,incongruent,correct,1.564,76
7,test,congruent,correct,0.542,77
7,test,incongruent,correct,1.433,77
7,test,congruent,correct,1.018,78
7,test,incongruent,correct,1.601,78
7,test,incongruent,timeout,0,79
7,test,congruent,correct,0.611,79
7,test,congruent,correct,0.576,80
7,test,incongruent,correct,1.165,80
7,test,incongruent,correct,1.416,81
7,test,congruent,correct,0.93,81
7,test,incongruent,correct,1.514,82
7,test,congruent,correct,0.951,82
7,test,incongruent,incorrect,0.704,83
7,test,congruent,correct,0.598,83
7,test,congruent,correct,0.566,84
7,test,incongruent,correct,1.188,84
7,test,incongruent,correct,1.903,85
7,test,congruent,correct,0.673,85
7,test,incongruent,correct,0.766,86
7,test,congruent,correct,0.683,86
7,test,congruent,correct,0.586,87
7,test,congruent,timeout,0,88
7,test,incongruent,correct,1.194,87
7,test,incongruent,correct,1.205,88
7,test,congruent,correct,1.158,89
7,test,incongruent,timeout,0,89
7,test,incongruent,incorrect,1.908,90
7,test,congruent,correct,0.858,90
7,test,incongruent,correct,0.654,91
7,test,congruent,correct,0.565,91
7,test,congruent,timeout,0,92
7,test,incongruent,correct,0.957,92
7,test,congruent,correct,0.656,93
7,test,incongruent,correct,1.226,93
7,test,congruent,correct,0.551,94
7,test,incongruent,correct,0.836,94
7,test,congruent,correct,0.634,95
7,test,incongruent,correct,0.803,95
7,test,incongruent,correct,1.375,96
7,test,congruent,correct,0.491,96
12,test,incongruent,correct,0.934,49
12,test,incongruent,correct,1.073,50
12,test,congruent,correct,0.9,49
12,test,congruent,correct,0.623,50
12,test,congruent,correct,0.695,51
12,test,congruent,correct,0.552,52
12,test,incongruent,correct,0.854,51
12,test,incongruent,correct,0.648,52
12,test,incongruent,correct,0.692,53
12,test,congruent,incorrect,0.671,53
12,test,incongruent,correct,1.074,54
12,test,congruent,correct,0.753,54
12,test,incongruent,correct,0.972,55
12,test,congruent,correct,0.998,55
12,test,incongruent,correct,1.008,56
12,test,congruent,correct,1.062,56
12,test,congruent,correct,0.889,57
12,test,congruent,correct,0.87,58
12,test,incongruent,correct,1.421,57
12,test,incongruent,correct,0.933,58
12,test,incongruent,correct,0.666,59
12,test,congruent,correct,0.807,59
12,test,congruent,correct,0.744,60
12,test,incongruent,correct,1.038,60
12,test,congruent,correct,0.91,61
12,test,incongruent,correct,1.044,61
12,test,incongruent,correct,0.829,62
12,test,congruent,correct,0.68,62
12,test,incongruent,correct,0.678,63
12,test,congruent,correct,0.66,63
12,test,incongruent,correct,0.726,64
12,test,congruent,correct,0.53,64
12,test,incongruent,correct,1.117,65
12,test,congruent,correct,0.546,65
12,test,congruent,correct,0.588,66
12,test,incongruent,correct,0.838,66
12,test,incongruent,correct,0.901,67
12,test,congruent,correct,0.552,67
12,test,congruent,correct,0.497,68
12,test,incongruent,correct,0.583,68
12,test,congruent,correct,0.523,69
12,test,incongruent,correct,0.87,69
12,test,congruent,correct,0.618,70
12,test,incongruent,correct,0.86,70
12,test,congruent,correct,0.629,71
12,test,incongruent,correct,0.774,71
12,test,congruent,correct,0.609,72
12,test,incongruent,correct,0.943,72
12,test,congruent,correct,0.655,73
12,test,congruent,correct,0.678,74
12,test,incongruent,correct,1.138,73
12,test,incongruent,correct,0.822,74
12,test,congruent,correct,0.786,75
12,test,congruent,correct,0.612,76
12,test,incongruent,correct,1.01,75
12,test,incongruent,correct,0.681,76
12,test,incongruent,correct,0.888,77
12,test,congruent,correct,0.759,77
12,test,incongruent,correct,1.066,78
12,test,congruent,correct,0.671,78
12,test,congruent,correct,0.587,79
12,test,congruent,correct,0.598,80
12,test,incongruent,correct,1.098,79
12,test,incongruent,correct,0.591,80
12,test,incongruent,correct,0.697,81
12,test,incongruent,correct,0.76,82
12,test,congruent,correct,0.735,81
12,test,congruent,correct,0.773,82
12,test,congruent,correct,0.689,83
12,test,incongruent,correct,1.334,83
12,test,congruent,correct,0.738,84
12,test,incongruent,correct,0.795,84
12,test,congruent,correct,0.616,85
12,test,incongruent,correct,0.658,85
12,test,congruent,correct,0.718,86
12,test,incongruent,correct,0.611,86
12,test,incongruent,correct,0.746,87
12,test,congruent,correct,0.746,87
12,test,incongruent,correct,0.657,88
12,test,congruent,correct,0.808,88
12,test,incongruent,correct,1.405,89
12,test,congruent,correct,0.867,89
12,test,congruent,correct,0.644,90
12,test,incongruent,correct,0.801,90
12,test,incongruent,correct,0.812,91
12,test,incongruent,correct,0.761,92
12,test,congruent,correct,0.623,91
12,test,congruent,correct,0.576,92
12,test,incongruent,correct,0.915,93
12,test,congruent,correct,0.945,93
12,test,incongruent,correct,0.922,94
12,test,congruent,correct,0.596,94
12,test,incongruent,correct,1.071,95
12,test,incongruent,correct,0.981,96
12,test,congruent,correct,0.729,95
12,test,congruent,correct,0.703,96
10,test,incongruent,correct,1.873,1
10,test,incongruent,timeout,0,2
10,test,congruent,correct,1.934,1
10,test,congruent,correct,0.959,2
10,test,incongruent,correct,1.397,3
10,test,congruent,correct,1.025,3
10,test,incongruent,correct,1.016,4
10,test,congruent,correct,0.857,4
10,test,incongruent,correct,0.812,5
10,test,incongruent,correct,1.177,6
10,test,congruent,correct,0.758,5
10,test,congruent,correct,0.707,6
10,test,incongruent,correct,1.096,7
10,test,congruent,correct,0.758,7
10,test,congruent,correct,0.738,8
10,test,incongruent,correct,0.956,8
10,test,congruent,correct,0.885,9
10,test,incongruent,correct,0.922,9
10,test,congruent,correct,0.673,10
10,test,incongruent,incorrect,0.567,10
10,test,congruent,correct,0.849,11
10,test,congruent,correct,1.273,12
10,test,incongruent,correct,0.937,11
10,test,incongruent,correct,1.084,12
10,test,incongruent,correct,1.189,13
10,test,congruent,correct,0.842,13
10,test,congruent,correct,1.6,14
10,test,incongruent,timeout,0,14
10,test,incongruent,correct,0.713,15
10,test,incongruent,correct,1.012,16
10,test,congruent,correct,0.74,15
10,test,congruent,correct,0.733,16
10,test,incongruent,correct,1.49,17
10,test,congruent,correct,1.388,17
10,test,incongruent,correct,1.346,18
10,test,congruent,correct,0.796,18
10,test,congruent,timeout,0,19
10,test,congruent,correct,0.707,20
10,test,incongruent,incorrect,0.363,19
10,test,incongruent,correct,1.627,20
10,test,congruent,correct,0.554,21
10,test,congruent,correct,0.664,22
10,test,incongruent,correct,1.021,21
10,test,incongruent,correct,0.905,22
10,test,incongruent,correct,1.248,23
10,test,congruent,correct,1.159,23
10,test,incongruent,timeout,0,24
10,test,congruent,correct,0.562,24
10,test,incongruent,correct,1.137,25
10,test,incongruent,correct,1.774,26
10,test,congruent,correct,0.724,25
10,test,congruent,correct,0.589,26
10,test,congruent,correct,0.767,27
10,test,incongruent,correct,1.158,27
10,test,congruent,correct,1.474,28
10,test,incongruent,correct,0.833,28
10,test,congruent,correct,1.059,29
10,test,congruent,correct,0.754,30
10,test,incongruent,correct,1.069,29
10,test,incongruent,correct,0.741,30
10,test,congruent,correct,0.954,31
10,test,incongruent,correct,0.981,31
10,test,congruent,correct,1.578,32
10,test,incongruent,timeout,0,32
10,test,congruent,correct,0.669,33
10,test,incongruent,timeout,0,33
10,test,incongruent,correct,1.113,34
10,test,congruent,correct,0.57,34
10,test,congruent,correct,0.735,35
10,test,congruent,correct,0.574,36
10,test,incongruent,correct,0.944,35
10,test,incongruent,correct,1.261,36
10,test,congruent,correct,0.741,37
10,test,incongruent,correct,1.274,37
10,test,congruent,correct,0.919,38
10,test,incongruent,correct,0.956,38
10,test,incongruent,correct,0.88,39
10,test,congruent,correct,1.06,39
10,test,incongruent,correct,0.958,40
10,test,congruent,correct,1.033,40
10,test,incongruent,correct,0.641,41
10,test,congruent,correct,0.709,41
10,test,congruent,correct,1.167,42
10,test,incongruent,correct,1.392,42
10,test,congruent,correct,0.641,43
10,test,congruent,correct,1.158,44
10,test,incongruent,correct,1.881,43
10,test,incongruent,correct,1.342,44
10,test,incongruent,correct,1.284,45
10,test,congruent,correct,0.998,45
10,test,congruent,correct,1.154,46
10,test,incongruent,correct,1.009,46
10,test,congruent,correct,1.091,47
10,test,incongruent,correct,1.324,47
10,test,congruent,correct,0.701,48
10,test,incongruent,correct,1.133,48
6,test,congruent,correct,1.623,49
6,test,congruent,correct,1.401,50
6,test,incongruent,timeout,0,49
6,test,incongruent,correct,1.018,50
6,test,congruent,correct,0.944,51
6,test,incongruent,correct,1.331,51
6,test,congruent,correct,1.095,52
6,test,incongruent,timeout,0,52
6,test,congruent,correct,1.371,53
6,test,incongruent,correct,1.262,53
6,test,incongruent,correct,1.228,54
6,test,congruent,correct,1.125,54
6,test,congruent,correct,1.301,55
6,test,incongruent,correct,1.064,55
6,test,incongruent,correct,1.259,56
6,test,congruent,correct,1.034,56
6,test,incongruent,correct,1.537,57
6,test,congruent,correct,1.029,57
6,test,incongruent,correct,1.343,58
6,test,congruent,correct,1.108,58
6,test,congruent,correct,1.119,59
