subject,group,congruency,result,rt,trial
8,test,incongruent,correct,0.89,52
8,test,congruent,correct,0.844,52
8,test,congruent,correct,0.722,53
8,test,incongruent,correct,0.802,53
8,test,congruent,correct,0.874,54
8,test,incongruent,correct,0.694,54
8,test,incongruent,correct,0.719,55
8,test,incongruent,correct,0.61,56
8,test,congruent,correct,0.754,55
8,test,congruent,correct,0.681,56
8,test,incongruent,correct,0.663,57
8,test,incongruent,correct,0.575,58
8,test,congruent,correct,1.015,57
8,test,congruent,correct,1.008,58
8,test,incongruent,correct,0.849,59
8,test,congruent,correct,0.821,59
8,test,congruent,correct,0.592,60
8,test,incongruent,correct,0.981,60
8,test,incongruent,correct,1.389,61
8,test,congruent,correct,1.304,61
8,test,congruent,correct,1.101,62
8,test,incongruent,correct,0.983,62
8,test,incongruent,correct,1.324,63
8,test,congruent,correct,0.907,63
8,test,incongruent,correct,0.779,64
8,test,congruent,correct,0.732,64
8,test,congruent,correct,0.64,65
8,test,incongruent,correct,0.68,65
8,test,incongruent,correct,0.761,66
8,test,congruent,correct,0.53,66
8,test,incongruent,correct,0.841,67
8,test,incongruent,correct,0.679,68
8,test,congruent,correct,0.68,67
8,test,congruent,correct,0.861,68
8,test,congruent,correct,0.643,69
8,test,incongruent,correct,0.887,69
8,test,congruent,correct,0.838,70
8,test,incongruent,correct,0.805,70
8,test,incongruent,correct,1.032,71
8,test,incongruent,correct,1.372,72
8,test,congruent,correct,0.733,71
8,test,congruent,correct,0.983,72
8,test,congruent,correct,0.742,73
8,test,congruent,correct,0.874,74
8,test,incongruent,correct,0.823,73
8,test,incongruent,correct,1.048,74
8,test,congruent,correct,0.792,75
8,test,incongruent,correct,0.936,75
8,test,congruent,correct,0.948,76
8,test,incongruent,correct,0.776,76
8,test,incongruent,correct,1.407,77
8,test,incongruent,correct,0.784,78
8,test,congruent,correct,1.098,77
8,test,congruent,correct,0.853,78
8,test,incongruent,correct,0.759,79
8,test,congruent,correct,1.026,79
8,test,congruent,correct,0.687,80
8,test,incongruent,correct,0.715,80
8,test,incongruent,correct,0.916,81
8,test,incongruent,correct,1.69,82
8,test,congruent,correct,1.235,81
8,test,congruent,correct,0.807,82
8,test,congruent,correct,0.621,83
8,test,incongruent,correct,1.004,83
8,test,congruent,correct,1.087,84
8,test,incongruent,correct,0.973,84
8,test,congruent,correct,0.916,85
8,test,congruent,correct,0.607,86
8,test,incongruent,correct,0.625,85
8,test,incongruent,correct,0.613,86
8,test,congruent,correct,0.614,87
8,test,incongruent,correct,0.758,87
8,test,incongruent,correct,0.562,88
8,test,congruent,correct,0.522,88
8,test,congruent,correct,0.695,89
8,test,incongruent,correct,0.673,89
8,test,congruent,correct,0.627,90
8,test,incongruent,correct,0.784,90
8,test,congruent,correct,1.027,91
8,test,incongruent,timeout,0,91
8,test,congruent,correct,0.879,92
8,test,incongruent,correct,0.728,92
8,test,incongruent,correct,0.829,93
8,test,congruent,correct,0.589,93
8,test,incongruent,correct,0.636,94
8,test,congruent,correct,0.58,94
8,test,incongruent,correct,0.615,95
8,test,congruent,correct,0.523,95
8,test,incongruent,correct,0.652,96
8,test,congruent,correct,0.651,96
37,control,incongruent,correct,1.118,49
37,control,congruent,correct,0.673,49
37,control,incongruent,correct,1.03,50
37,control,congruent,correct,0.629,50
37,control,congruent,correct,0.591,51
37,control,incongruent,correct,0.893,51
37,control,incongruent,correct,0.745,52
37,control,congruent,correct,0.558,52
37,control,incongruent,correct,1.314,53
37,control,congruent,correct,0.6,53
37,control,incongruent,correct,0.596,54
37,control,congruent,correct,0.555,54
37,control,incongruent,correct,0.883,55
37,control,congruent,correct,0.595,55
37,control,congruent,correct,0.484,56
37,control,incongruent,correct,0.847,56
37,control,congruent,correct,0.565,57
37,control,incongruent,correct,0.837,57
37,control,incongruent,correct,0.68,58
37,control,congruent,correct,0.646,58
37,control,congruent,correct,0.652,59
37,control,incongruent,correct,0.831,59
37,control,congruent,correct,0.495,60
37,control,incongruent,correct,0.549,60
37,control,incongruent,correct,0.988,61
37,control,incongruent,correct,0.943,62
37,control,congruent,correct,0.611,61
37,control,congruent,correct,0.366,62
37,control,congruent,correct,0.572,63
37,control,congruent,correct,0.62,64
37,control,incongruent,correct,0.468,63
37,control,incongruent,correct,0.709,64
37,control,incongruent,correct,1.241,65
37,control,incongruent,correct,0.577,66
37,control,congruent,correct,0.496,65
37,control,congruent,correct,0.508,66
37,control,incongruent,correct,0.993,67
37,control,congruent,correct,0.581,67
37,control,congruent,correct,0.476,68
37,control,incongruent,incorrect,0.477,68
37,control,incongruent,correct,0.759,69
37,control,congruent,correct,0.745,69
37,control,incongruent,correct,0.569,70
37,control,congruent,correct,1.062,70
37,control,incongruent,incorrect,1.24,71
37,control,incongruent,timeout,0,72
37,control,congruent,correct,0.799,71
37,control,congruent,incorrect,0.752,72
37,control,congruent,correct,0.582,73
37,control,incongruent,correct,0.978,73
37,control,congruent,correct,0.657,74
37,control,incongruent,correct,0.813,74
37,control,congruent,correct,0.663,75
37,control,incongruent,correct,0.855,75
37,control,congruent,correct,0.629,76
37,control,incongruent,correct,0.806,76
37,control,congruent,correct,0.481,77
37,control,incongruent,correct,0.885,77
37,control,congruent,correct,0.811,78
37,control,incongruent,incorrect,1.092,78
37,control,congruent,correct,0.719,79
37,control,incongruent,incorrect,0.559,79
37,control,incongruent,incorrect,1.361,80
37,control,congruent,correct,0.694,80
37,control,incongruent,correct,0.716,81
37,control,congruent,correct,0.58,81
37,control,congruent,correct,0.495,82
37,control,incongruent,correct,1.013,82
37,control,incongruent,correct,0.799,83
37,control,congruent,correct,0.573,83
37,control,incongruent,correct,0.776,84
37,control,congruent,correct,0.561,84
37,control,congruent,correct,0.557,85
37,control,incongruent,correct,0.757,85
37,control,congruent,correct,0.589,86
37,control,incongruent,correct,1.064,86
37,control,incongruent,correct,0.517,87
37,control,congruent,correct,0.774,87
37,control,congruent,correct,0.583,88
37,control,incongruent,correct,0.909,88
37,control,incongruent,correct,1.181,89
37,control,congruent,correct,0.6,89
37,control,congruent,correct,0.617,90
37,control,incongruent,correct,0.955,90
37,control,congruent,correct,0.627,91
37,control,incongruent,correct,0.868,91
37,control,congruent,correct,0.758,92
37,control,incongruent,correct,0.788,92
37,control,incongruent,incorrect,0.824,93
37,control,incongruent,correct,1.001,94
37,control,congruent,correct,0.611,93
37,control,congruent,correct,0.625,94
37,control,congruent,correct,0.535,95
37,control,incongruent,correct,0.884,95
37,control,incongruent,correct,1.71,96
37,control,congruent,correct,0.837,96
29,control,incongruent,correct,0.488,1
29,control,congruent,correct,0.35,1
29,control,incongruent,correct,0.815,2
29,control,congruent,correct,0.507,2
29,control,incongruent,incorrect,0.438,3
29,control,congruent,correct,0.392,3
29,control,congruent,correct,0.456,4
29,control,incongruent,correct,0.767,4
29,control,congruent,correct,0.615,5
29,control,congruent,correct,0.483,6
29,control,incongruent,correct,0.542,5
29,control,incongruent,correct,0.619,6
29,control,incongruent,correct,0.515,7
29,control,congruent,correct,0.971,7
29,control,incongruent,correct,0.98,8
29,control,congruent,correct,0.609,8
29,control,incongruent,incorrect,0.579,9
29,control,congruent,correct,0.511,9
29,control,congruent,correct,0.582,10
29,control,incongruent,correct,0.637,10
29,control,incongruent,correct,0.9,11
29,control,congruent,correct,0.477,11
29,control,incongruent,correct,0.585,12
29,control,congruent,correct,0.837,12
29,control,incongruent,correct,0.848,13
29,control,congruent,correct,0.524,13
29,control,congruent,correct,0.448,14
29,control,incongruent,correct,0.594,14
29,control,congruent,correct,0.621,15
29,control,incongruent,correct,1.184,15
29,control,incongruent,correct,0.557,16
29,control,congruent,correct,0.577,16
29,control,congruent,correct,0.445,17
29,control,incongruent,correct,0.537,17
29,control,congruent,correct,0.507,18
29,control,incongruent,correct,0.627,18
29,control,incongruent,correct,0.559,19
29,control,congruent,correct,0.646,19
29,control,congruent,correct,0.616,20
29,control,incongruent,correct,0.646,20
29,control,congruent,correct,0.696,21
29,control,incongruent,correct,0.693,21
29,control,incongruent,correct,0.895,22
29,control,congruent,correct,0.588,22
29,control,congruent,correct,1.101,23
29,control,incongruent,correct,0.905,23
29,control,incongruent,correct,0.652,24
29,control,congruent,correct,0.651,24
29,control,incongruent,incorrect,0.931,25
29,control,incongruent,incorrect,0.361,26
29,control,congruent,correct,0.614,25
29,control,congruent,correct,0.541,26
29,control,incongruent,correct,0.628,27
29,control,congruent,correct,0.529,27
29,control,incongruent,correct,1.043,28
29,control,congruent,correct,0.56,28
29,control,congruent,correct,0.658,29
29,control,incongruent,correct,0.579,29
29,control,incongruent,correct,0.979,30
29,control,congruent,correct,0.888,30
29,control,incongruent,correct,0.67,31
29,control,congruent,correct,0.814,31
29,control,incongruent,correct,0.765,32
29,control,congruent,correct,0.497,32
29,control,congruent,correct,0.681,33
29,control,congruent,correct,0.719,34
29,control,incongruent,correct,0.594,33
29,control,incongruent,correct,0.621,34
29,control,congruent,correct,0.717,35
29,control,incongruent,correct,0.864,35
29,control,congruent,correct,0.652,36
29,control,incongruent,correct,0.767,36
29,control,incongruent,correct,1.396,37
29,control,congruent,correct,0.581,37
29,control,incongruent,correct,0.991,38
29,control,congruent,correct,0.713,38
29,control,incongruent,correct,0.649,39
29,control,congruent,correct,1.089,39
29,control,congruent,incorrect,0.478,40
29,control,incongruent,correct,0.655,40
29,control,congruent,correct,0.528,41
29,control,incongruent,correct,0.856,41
29,control,incongruent,correct,1.486,42
29,control,congruent,correct,0.99,42
29,control,incongruent,correct,1.206,43
29,control,incongruent,correct,1.192,44
29,control,congruent,correct,0.619,43
29,control,congruent,correct,0.938,44
29,control,congruent,correct,0.841,45
29,control,incongruent,correct,0.887,45
29,control,congruent,correct,0.561,46
29,control,incongruent,correct,0.719,46
29,control,incongruent,correct,0.99,47
29,control,congruent,correct,0.597,47
29,control,congruent,correct,0.794,48
29,control,incongruent,correct,1.443,48
22,control,incongruent,correct,0.974,49
22,control,incongruent,correct,0.64,50
22,control,congruent,correct,0.605,49
22,control,congruent,correct,0.546,50
22,control,incongruent,correct,0.595,51
22,control,incongruent,correct,0.61,52
22,control,congruent,correct,0.592,51
22,control,congruent,correct,0.494,52
22,control,incongruent,correct,0.453,53
22,control,congruent,correct,0.457,53
22,control,incongruent,correct,0.562,54
22,control,congruent,correct,0.495,54
22,control,congruent,correct,0.427,55
22,control,incongruent,correct,0.568,55
22,control,incongruent,correct,0.649,56
22,control,congruent,correct,0.535,56
22,control,congruent,correct,0.489,57
22,control,incongruent,correct,0.494,57
22,control,congruent,correct,0.452,58
22,control,incongruent,correct,0.621,58
22,control,congruent,correct,0.542,59
22,control,congruent,correct,0.49,60
22,control,incongruent,correct,0.55,59
22,control,incongruent,correct,0.5,60
22,control,congruent,correct,0.566,61
22,control,incongruent,correct,0.54,61
22,control,incongruent,correct,0.496,62
22,control,congruent,correct,0.532,62
22,control,incongruent,correct,0.47,63
22,control,congruent,correct,0.511,63
22,control,incongruent,correct,0.536,64
22,control,congruent,correct,0.47,64
22,control,congruent,correct,0.468,65
22,control,congruent,correct,0.49,66
22,control,incongruent,correct,0.41,65
22,control,incongruent,correct,0.541,66
22,control,incongruent,correct,0.449,67
22,control,congruent,correct,0.415,67
22,control,congruent,correct,0.448,68
22,control,incongruent,correct,0.488,68
22,control,congruent,correct,0.45,69
22,control,incongruent,correct,0.547,69
22,control,incongruent,correct,0.594,70
22,control,congruent,correct,0.401,70
22,control,incongruent,correct,0.571,71
22,control,congruent,correct,0.551,71
22,control,congruent,correct,0.468,72
22,control,incongruent,correct,0.573,72
22,control,congruent,correct,0.557,73
22,control,incongruent,correct,0.528,73
22,control,congruent,correct,0.498,74
22,control,incongruent,correct,0.553,74
22,control,congruent,correct,0.581,75
22,control,incongruent,correct,0.434,75
22,control,incongruent,correct,0.528,76
22,control,congruent,correct,0.433,76
22,control,incongruent,correct,0.544,77
22,control,incongruent,correct,0.513,78
22,control,congruent,correct,0.501,77
22,control,congruent,correct,0.481,78
22,control,congruent,correct,0.464,79
22,control,congruent,correct,0.469,80
22,control,incongruent,correct,0.565,79
22,control,incongruent,correct,0.505,80
22,control,incongruent,correct,0.516,81
22,control,congruent,correct,0.448,81
22,control,incongruent,correct,0.467,82
22,control,congruent,correct,0.463,82
22,control,congruent,correct,0.545,83
22,control,congruent,correct,0.401,84
22,control,incongruent,correct,0.471,83
22,control,incongruent,correct,0.533,84
22,control,congruent,correct,0.557,85
22,control,incongruent,correct,0.524,85
22,control,incongruent,correct,0.503,86
22,control,congruent,correct,0.434,86
22,control,incongruent,correct,0.471,87
22,control,congruent,correct,0.484,87
22,control,congruent,correct,0.482,88
22,control,incongruent,correct,0.507,88
22,control,congruent,correct,0.516,89
22,control,congruent,correct,0.491,90
22,control,incongruent,correct,0.476,89
22,control,incongruent,correct,0.547,90
22,control,congruent,correct,0.446,91
22,control,incongruent,correct,0.603,91
22,control,congruent,correct,0.53,92
22,control,incongruent,correct,0.56,92
22,control,incongruent,correct,0.535,93
22,control,congruent,correct,0.553,93
22,control,congruent,correct,0.497,94
22,control,incongruent,correct,0.628,94
22,control,congruent,correct,0.527,95
22,control,incongruent,correct,0.718,95
22,control,congruent,correct,0.545,96
22,control,incongruent,correct,0.569,96
27,control,incongruent,correct,0.915,1
27,control,incongruent,correct,0.923,2
27,control,congruent,correct,0.758,1
27,control,congruent,correct,0.58,2
27,control,congruent,correct,0.571,3
27,control,incongruent,correct,0.638,3
27,control,incongruent,correct,0.84,4
27,control,congruent,correct,0.752,4
27,control,incongruent,correct,0.683,5
27,control,incongruent,correct,0.687,6
27,control,congruent,correct,0.586,5
27,control,congruent,correct,0.646,6
27,control,incongruent,correct,0.66,7
27,control,congruent,correct,0.78,7
27,control,congruent,correct,0.949,8
27,control,incongruent,correct,0.606,8
27,control,incongruent,correct,0.647,9
27,control,congruent,correct,0.764,9
27,control,incongruent,correct,0.633,10
27,control,congruent,correct,0.648,10
27,control,incongruent,correct,0.595,11
27,control,congruent,correct,0.596,11
27,control,incongruent,incorrect,0.534,12
27,control,congruent,correct,0.577,12
27,control,congruent,correct,0.726,13
27,control,incongruent,incorrect,0.524,13
27,control,incongruent,incorrect,0.594,14
27,control,congruent,correct,0.724,14
27,control,congruent,correct,0.517,15
